Minister,Date gift received,From,Gift,Value ,Outcome
"Minister for Government Policy, The Rt Hon Oliver Letwin MP",25-Mar,Wanda Group ,Traditional Tea Pot and Cups,Over limit ,"Held by British Embassy, Beijing "
