Minister,Date of Trip,Destination,Purpose,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'",Number of officials accompanying Ministers (where non-scheduled travel is used),Total Cost including travel and accommodation of Minister only
"Vice-Chamberlain of HM Household,  Rt Hon Mark Francois MP",15-Jan-12,Auschwitz - Birkenau (Poland),Visit alongside local schools organised by the Holocaust Education Trust (HET),Scheduled  ,None,£100
