Minister,Date received,From,Gift,Value (£), Outcome
Deputy Prime Minister,Nov-11,President of Panama,Eagle carving in cocobolo wood,Over limit,Held by Department
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
