Minister,Date received,From,Gift,Value (£), Outcome
"Minister without Portfolio, The Rt Hon Kenneth Clarke MP",Dec-12,Saudi Embassy,Food Hamper,Over limit,Perishable goods
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
