Minister,Date received,From,Gift,Value (£), Outcome
"Deputy Prime Minister, Rt Hon Nick Clegg MP",28-Nov-12,"Amir of the State of Kuwait, Sabah Al-Ahmad Al-Jaber Al-Sabah",Watch an collections of coins,Over limit,Held by department
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
